Entity,Year,Annual CO₂ emissions (per capita)
Colombia,2004,13.121.018
Comoros,2004,25.218.484
Congo,2004,10.015.775
Cook Islands,2004,3.631.318
Costa Rica,2004,16.087.456
Cote d'Ivoire,2004,3.982.907
Croatia,2004,51.503.606
Cuba,2004,22.468.212
Curacao,2004,35.449.493
Cyprus,2004,76.458.445
Czechia,2004,12.502.834
Democratic Republic of Congo,2004,36.999.773
Denmark,2004,10.174.345
Djibouti,2004,49.696.228
Dominica,2004,20.833.054
Dominican Republic,2004,19.167.238
East Timor,2004,52.537.173
Ecuador,2004,21.617.272
Egypt,2004,19.681.492
El Salvador,2004,10.361.451
Equatorial Guinea,2004,7.426.937
Eritrea,2004,2.783.153
Estonia,2004,12.717.503
Eswatini,2004,93.853.873
Ethiopia,2004,6.850.572
Europe,2004,8.820.896
Europe (excl. EU-27),2004,8.986.549
Europe (excl. EU-28),2004,8.842.358
European Union (27),2004,8.706.524
European Union (28),2004,881.051
Faroe Islands,2004,15.569.406
Fiji,2004,15.471.554
Finland,2004,13.186.135
France,2004,68.819.523
French Polynesia,2004,28.803.413
Gabon,2004,4.506.578
Gambia,2004,19.771.783
Georgia,2004,10.709.428
Germany,2004,10.897.857
Ghana,2004,29.446.253
Greece,2004,9.850.148
Greenland,2004,11.241.422
Grenada,2004,18.733.304
Guatemala,2004,8.698.981
Guinea,2004,19.667.168
Guinea-Bissau,2004,1.496.052
Guyana,2004,25.344.465
Haiti,2004,18.434.368
High-income countries,2004,12.884.651
Honduras,2004,97.436.833
Hong Kong,2004,6.010.616
Hungary,2004,5.968.768
Iceland,2004,10.636.717
India,2004,9.901.711
Indonesia,2004,15.182.068
Iran,2004,63.375.072
Iraq,2004,4.049.078
Ireland,2004,11.450.207
Israel,2004,8.896.198
Italy,2004,8.669.648
Jamaica,2004,39.692.626
Japan,2004,10.046.784
Jordan,2004,33.747.752
Kazakhstan,2004,12.005.967
Kenya,2004,21.814.778
Kiribati,2004,41.879.073
Kosovo,2004,89.617.334
Kuwait,2004,30.476.484
Kyrgyzstan,2004,11.306.427
Laos,2004,22.233.811
Latvia,2004,34.160.802
Lebanon,2004,3.761.567
Lesotho,2004,99.840.736
Liberia,2004,17.501.396
Libya,2004,9.995.564
Liechtenstein,2004,66.827.188
Lithuania,2004,3.872.552
Low-income countries,2004,4.172.987
Lower-middle-income countries,2004,12.040.417
Luxembourg,2004,25.822.998
Macao,2004,3.605.935
Madagascar,2004,9.886.572
Malawi,2004,7.264.951
Malaysia,2004,66.978.498
Maldives,2004,22.070.682
Mali,2004,11.033.378
Malta,2004,69.692.297
Marshall Islands,2004,2.153.236
Mauritania,2004,47.003.326
Mauritius,2004,24.702.349
Mexico,2004,42.214.255
Micronesia (country),2004,12.821.879
Moldova,2004,1.139.962
Mongolia,2004,33.495.865
Montenegro,2004,32.270.617
Montserrat,2004,1.017.343
Morocco,2004,14.059.662
Mozambique,2004,9.464.476
Myanmar,2004,2.654.394
Namibia,2004,10.164.107
Nauru,2004,6.368.482
Nepal,2004,993.083
Netherlands,2004,11.223.762
New Caledonia,2004,10.537.816
New Zealand,2004,878.021
Nicaragua,2004,8.127.845
Niger,2004,59.237.044
Nigeria,2004,6.934.713
Niue,2004,19.143.156
North America,2004,144.324
North America (excl. USA),2004,55.349.746
North Korea,2004,2.994.787
North Macedonia,2004,39.625.661
Norway,2004,963.268
Oceania,2004,130.159.855
Oman,2004,11.755.677
Pakistan,2004,7.595.932
Palau,2004,10.848.396
Palestine,2004,63.429.296
Panama,2004,17.608.461
Papua New Guinea,2004,7.459.543
Paraguay,2004,7.498.268
Peru,2004,10.157.819
Philippines,2004,86.051.536
Poland,2004,838.931
Portugal,2004,64.089.117
Qatar,2004,60.826.984
Romania,2004,48.511.205
Russia,2004,10.695.656
Rwanda,2004,58.663.387
Saint Helena,2004,1.940.678
Saint Kitts and Nevis,2004,4.560.148
Saint Lucia,2004,24.537.904
Saint Pierre and Miquelon,2004,9.476.883
Saint Vincent and the Grenadines,2004,19.520.338
Samoa,2004,87.663.424
Sao Tome and Principe,2004,46.463.853
Saudi Arabia,2004,169.477
Senegal,2004,4.896.131
Serbia,2004,76.514.926
Seychelles,2004,4.367.413
Sierra Leone,2004,94.028.026
Singapore,2004,10.972.935
Sint Maarten (Dutch part),2004,18.247.524
Slovakia,2004,796.147
Slovenia,2004,8.365.965
Solomon Islands,2004,58.245.516
Somalia,2004,55.408.925
South Africa,2004,9.253.365
South America,2004,2.327.948
South Korea,2004,10.295.775
South Sudan,2004,13.010.353
Spain,2004,8.217.263
Sri Lanka,2004,62.324.744
Sudan,2004,37.577.975
Suriname,2004,30.470.457
Sweden,2004,62.766.848
Switzerland,2004,61.279.597
Syria,2004,28.360.207
Taiwan,2004,11.358.934
Tajikistan,2004,37.647.617
Tanzania,2004,110.041.335
Thailand,2004,31.745.062
Togo,2004,31.336.248
Tonga,2004,1.046.319
Trinidad and Tobago,2004,24.031.607
Tunisia,2004,2.146.724
Turkey,2004,3.610.951
Turkmenistan,2004,102.400.875
Turks and Caicos Islands,2004,7.040.615
Tuvalu,2004,11.200.325
Uganda,2004,59.216.134
Ukraine,2004,65.724.263
United Arab Emirates,2004,27.972.178
United Kingdom,2004,9.557.823
United States,2004,2.079.503
Upper-middle-income countries,2004,40.803.194
Uruguay,2004,16.792.852
Uzbekistan,2004,49.208.283
Vanuatu,2004,27.596.727
Venezuela,2004,5.443.523
Vietnam,2004,1.080.523
Wallis and Futuna,2004,17.242.353
World,2004,44.195.943
Yemen,2004,9.635.263
Zambia,2004,1.880.696
Zimbabwe,2004,7.753.253
Afghanistan,2005,7.740.329
Africa,2005,11.474.754
Albania,2005,14.051.845
Algeria,2005,33.678.296
Andorra,2005,7.204.559
Angola,2005,791.057
Anguilla,2005,9.047.658
Antigua and Barbuda,2005,60.088.882
Argentina,2005,4.125.598
Armenia,2005,14.361.025
Aruba,2005,28.770.708
Asia,2005,3.148.226
Asia (excl. China and India),2005,35.925.777
Australia,2005,1.914.587
Austria,2005,9.614.327
Azerbaijan,2005,39.501.617
Bahamas,2005,54.778.547
Bahrain,2005,21.957.464
Bangladesh,2005,26.737.556
Barbados,2005,65.401.406
Belarus,2005,59.697.328
Belgium,2005,11.945.248
Belize,2005,15.027.854
Benin,2005,30.551.007
Bermuda,2005,92.501.745
Bhutan,2005,59.677.505
Bolivia,2005,13.130.103
Bonaire Sint Eustatius and Saba,2005,40.796.514
Bosnia and Herzegovina,2005,3.919.106
Botswana,2005,21.622.183
Brazil,2005,1.950.622
British Virgin Islands,2005,7.009.608
Brunei,2005,14.802.576
Bulgaria,2005,6.474.312
Burkina Faso,2005,8.086.402
Burundi,2005,20.827.003
Cambodia,2005,20.938.584
Cameroon,2005,31.396.836
Canada,2005,17.840.984
Cape Verde,2005,90.700.245
Central African Republic,2005,5.136.231
Chad,2005,9.252.382
Chile,2005,37.790.606
China,2005,45.077.777
Colombia,2005,14.249.232
Comoros,2005,24.109.696
Congo,2005,1.184.948
Cook Islands,2005,410.654
Costa Rica,2005,15.578.239
Cote d'Ivoire,2005,39.874.902
Croatia,2005,52.690.024
Cuba,2005,23.307.447
Curacao,2005,34.613.716
Cyprus,2005,7.672.888
Czechia,2005,12.226.581
Democratic Republic of Congo,2005,4.046.598
Denmark,2005,9.479.754
Djibouti,2005,4.983.156
Dominica,2005,21.871.123
Dominican Republic,2005,19.575.529
East Timor,2005,33.131.027
Ecuador,2005,2.221.465
Egypt,2005,2.127.299
El Salvador,2005,10.430.437
Equatorial Guinea,2005,71.790.586
Eritrea,2005,27.154.836
Estonia,2005,12.620.692
Eswatini,2005,94.685.394
Ethiopia,2005,63.974.865
Europe,2005,8.800.663
Europe (excl. EU-27),2005,9.044.895
Europe (excl. EU-28),2005,8.942.748
European Union (27),2005,8.632.974
European Union (28),2005,8.732.459
Faroe Islands,2005,14.939.626
Fiji,2005,12.370.238
Finland,2005,10.874.235
France,2005,6.877.385
French Polynesia,2005,30.548.089
Gabon,2005,4.267.172
Gambia,2005,19.419.204
Georgia,2005,12.657.642
Germany,2005,10.656.909
Ghana,2005,2.717.289
Greece,2005,10.247.849
Greenland,2005,11.309.283
Grenada,2005,196.046
Guatemala,2005,9.220.619
Guinea,2005,19.963.343
Guinea-Bissau,2005,15.402.612
Guyana,2005,21.317.103
Haiti,2005,1.892.403
High-income countries,2005,12.833.496
Honduras,2005,90.353.006
Hong Kong,2005,6.304.073
Hungary,2005,59.959.826
Iceland,2005,10.027.289
India,2005,1.026.879
Indonesia,2005,1.519.271
Iran,2005,65.828.686
Iraq,2005,39.729.936
Ireland,2005,11.684.938
Israel,2005,8.418.698
Italy,2005,8.631.403
Jamaica,2005,3.891.316
Japan,2005,10.095.157
Jordan,2005,3.598.951
Kazakhstan,2005,12.777.128
Kenya,2005,2.386.781
Kiribati,2005,4.851.448
Kosovo,2005,8.903.188
Kuwait,2005,3.329.432
Kyrgyzstan,2005,10.627.677
Laos,2005,22.843.313
Latvia,2005,34.980.397
Lebanon,2005,35.860.443
Lesotho,2005,10.172.486
Liberia,2005,19.917.546
Libya,2005,10.392.014
Liechtenstein,2005,6.612.932
Lithuania,2005,41.092.343
Low-income countries,2005,4.166.623
Lower-middle-income countries,2005,12.413.903
Luxembourg,2005,25.984.957
Macao,2005,3.741.775
Madagascar,2005,9.264.921
Malawi,2005,6.655.742
Malaysia,2005,6.556.486
Maldives,2005,19.571.693
Mali,2005,11.036.014
Malta,2005,6.476.226
Marshall Islands,2005,20.896.313
Mauritania,2005,47.714.636
Mauritius,2005,2.618.287
Mexico,2005,439.713
Micronesia (country),2005,10.566.976
Moldova,2005,12.339.612
Mongolia,2005,33.271.775
Montenegro,2005,27.664.363
Montserrat,2005,8.544.414
Morocco,2005,14.675.645
Mozambique,2005,87.560.594
Myanmar,2005,24.211.918
Namibia,2005,11.778.566
Nauru,2005,6.025.733
Nepal,2005,113.629.796
Netherlands,2005,10.937.212
New Caledonia,2005,11.603.278
New Zealand,2005,9.055.258
Nicaragua,2005,782.834
Niger,2005,4.988.638
Nigeria,2005,72.228.426
Niue,2005,1.9479
North America,2005,14.365.811
North America (excl. USA),2005,5.596.805
North Korea,2005,31.123.304
North Macedonia,2005,41.352.196
Norway,2005,9.356.811
Oceania,2005,12.965.511
Oman,2005,12.562.283
Pakistan,2005,77.244.186
Palau,2005,11.073.389
Palestine,2005,7.739.392
Panama,2005,21.087.725
Papua New Guinea,2005,7.663.174
Paraguay,2005,69.015.396
Peru,2005,10.772.312
Philippines,2005,849.781
Poland,2005,836.701
Portugal,2005,66.171.756
Qatar,2005,56.026.558
Romania,2005,4.828.171
Russia,2005,10.866.317
Rwanda,2005,569.691
Saint Helena,2005,19.780.457
Saint Kitts and Nevis,2005,4.232.033
Saint Lucia,2005,23.482.351
Saint Pierre and Miquelon,2005,10.152.893
Saint Vincent and the Grenadines,2005,19.618.762
Samoa,2005,89.349.747
Sao Tome and Principe,2005,475.853
Saudi Arabia,2005,16.511.742
Senegal,2005,5.047.281
Serbia,2005,6.5936
Seychelles,2005,44.356.804
Sierra Leone,2005,7.478.422
Singapore,2005,9.571.876
Sint Maarten (Dutch part),2005,1.790.777
Slovakia,2005,79.606.605
Slovenia,2005,8.446.007
Solomon Islands,2005,5.847.261
Somalia,2005,5.390.658
South Africa,2005,849.093
South America,2005,23.666.465
South Korea,2005,10.413.295
South Sudan,2005,11.902.043
Spain,2005,8.431.613
Sri Lanka,2005,60.665.375
Sudan,2005,3.563.842
Suriname,2005,30.771.675
Sweden,2005,5.951.932
Switzerland,2005,61.625.733
Syria,2005,2.730.965
Taiwan,2005,11.688.732
Tajikistan,2005,35.206.136
Tanzania,2005,13.579.828
Thailand,2005,32.561.638
Togo,2005,30.141.982
Tonga,2005,10.751.581
Trinidad and Tobago,2005,27.921.558
Tunisia,2005,2.170.604
Turkey,2005,38.552.034
Turkmenistan,2005,9.809.829
Turks and Caicos Islands,2005,7.932.387
Tuvalu,2005,11.066.144
Uganda,2005,7.220.706
Ukraine,2005,66.832.886
United Arab Emirates,2005,26.722.624
United Kingdom,2005,94.452.305
United States,2005,20.658.026
Upper-middle-income countries,2005,4.345.639
Uruguay,2005,17.261.138
Uzbekistan,2005,45.759.945
Vanuatu,2005,26.935.977
Venezuela,2005,55.612.063
Vietnam,2005,11.527.941
Wallis and Futuna,2005,20.112.529
World,2005,45.122.457
Yemen,2005,10.159.883
Zambia,2005,19.390.985
Zimbabwe,2005,87.514.937
Afghanistan,2006,8.486.903
Africa,2006,11.492.242
Albania,2006,13.020.998
Algeria,2006,31.672.175
Andorra,2006,6.803.704
Angola,2006,8.503.398
Anguilla,2006,9.792.824
Antigua and Barbuda,2006,6.385.247
Argentina,2006,44.129.634
Armenia,2006,14.543.548
Aruba,2006,28.393.595
Asia,2006,33.247.905
Asia (excl. China and India),2006,36.340.404
Australia,2006,19.174.072
Austria,2006,9.291.188
Azerbaijan,2006,393.934
Bahamas,2006,5.256.964
Bahrain,2006,20.001.472
Bangladesh,2006,2.922.913
Barbados,2006,65.640.373
Belarus,2006,6.252.705
Belgium,2006,11.704.935
Belize,2006,15.354.171
Benin,2006,39.881.608
Bermuda,2006,10.336.503
Bhutan,2006,5.844.732
Bolivia,2006,12.923.365
Bonaire Sint Eustatius and Saba,2006,40.859.537
Bosnia and Herzegovina,2006,42.844.877
Botswana,2006,21.428.742
Brazil,2006,19.535.519
British Virgin Islands,2006,7.374.959
Brunei,2006,19.161.533
Bulgaria,2006,66.747.828
Burkina Faso,2006,95.005.974
Burundi,2006,2.392.209
Cambodia,2006,22.237.726
Cameroon,2006,30.904.257
Canada,2006,17.477.772
Cape Verde,2006,9.914.712
Central African Republic,2006,5.289.925
Chad,2006,927.056
Chile,2006,39.212.475
China,2006,49.458.566
Colombia,2006,14.566.313
Comoros,2006,27.268.037
Congo,2006,12.550.402
Cook Islands,2006,4.331.823
Costa Rica,2006,16.003.773
Cote d'Ivoire,2006,35.512.096
Croatia,2006,5.330.262
Cuba,2006,23.815.851
Curacao,2006,35.496.902
Cyprus,2006,7.755.031
Czechia,2006,12.281.157
Democratic Republic of Congo,2006,40.296.026
Denmark,2006,10.901.747
Djibouti,2006,48.884.654
Dominica,2006,20.781.548
Dominican Republic,2006,20.585.506
East Timor,2006,31.843.615
Ecuador,2006,21.193.247
Egypt,2006,22.224.348
El Salvador,2006,11.132.455
Equatorial Guinea,2006,68.273.363
Eritrea,2006,19.060.002
Estonia,2006,12.211.169
Eswatini,2006,9.417.127
Ethiopia,2006,6.673.493
Europe,2006,8.927.101
Europe (excl. EU-27),2006,9.366.289
Europe (excl. EU-28),2006,9.373.328
European Union (27),2006,8.627.043
European Union (28),2006,8.714.523
Faroe Islands,2006,14.022.922
Fiji,2006,136.187
Finland,2006,12.982.865
France,2006,66.696.563
French Polynesia,2006,29.854.934
Gabon,2006,3.688.777
Gambia,2006,20.340.128
Georgia,2006,15.488.702
Germany,2006,10.809.575
Ghana,2006,36.899.152
Greece,2006,10.122.328
Greenland,2006,1.166.262
Grenada,2006,20.794.551
Guatemala,2006,9.078.579
Guinea,2006,2.026.255
Guinea-Bissau,2006,15.287.244
Guyana,2006,19.905.272
Haiti,2006,1.890.769
High-income countries,2006,12.736.941
Honduras,2006,99.393.225
Hong Kong,2006,60.217.233
Hungary,2006,59.370.995
Iceland,2006,10.378.133
India,2006,1.102.451
Indonesia,2006,14.954.154
Iran,2006,69.598.756
Iraq,2006,3.409.857
Ireland,2006,11.241.227
Israel,2006,9.096.636
Italy,2006,8.504.796
Jamaica,2006,43.043.427
Japan,2006,9.906.935
Jordan,2006,33.785.238
Kazakhstan,2006,139.403.515
Kenya,2006,2.590.514
Kiribati,2006,47.586.793
Kosovo,2006,8.845.218
Kuwait,2006,3.217.678
Kyrgyzstan,2006,10.407.573
Laos,2006,29.551.944
Latvia,2006,3.770.957
Lebanon,2006,31.340.616
Lesotho,2006,10.305.531
Liberia,2006,19.469.063
Libya,2006,9.332.119
Liechtenstein,2006,6.619.723
Lithuania,2006,4.272.059
Low-income countries,2006,42.315.614
Lower-middle-income countries,2006,12.911.185
Luxembourg,2006,25.213.663
Macao,2006,32.269.073
Madagascar,2006,86.547.025
Malawi,2006,64.641.185
Malaysia,2006,64.190.946
Maldives,2006,23.656.678
Mali,2006,112.688.474
Malta,2006,6.487.009
Marshall Islands,2006,22.298.613
Mauritania,2006,5.030.715
Mauritius,2006,28.679.838
Mexico,2006,4.441.561
Micronesia (country),2006,10.296.147
Moldova,2006,12.756.958
Mongolia,2006,359.562
Montenegro,2006,32.611.318
Montserrat,2006,8.474.348
Morocco,2006,14.999.961
Mozambique,2006,9.238.151
Myanmar,2006,26.645.693
Namibia,2006,11.767.188
Nauru,2006,4.261.291
Nepal,2006,9.263.062
Netherlands,2006,105.962.715
New Caledonia,2006,11.018.421
New Zealand,2006,8.930.537
Nicaragua,2006,79.895.604
Niger,2006,467.173
Nigeria,2006,6.232.266
Niue,2006,19.730.748
North America,2006,14.083.263
North America (excl. USA),2006,55.957.155
North Korea,2006,31.428.845
North Macedonia,2006,41.568.317
Norway,2006,94.059.725
Oceania,2006,12.925.481
Oman,2006,156.861.925
Pakistan,2006,80.614.775
Palau,2006,11.563.655
Palestine,2006,6.241.889
Panama,2006,22.335.958
Papua New Guinea,2006,7.529.488
Paraguay,2006,706.218
Peru,2006,9.935.238
Philippines,2006,7.571.367
Poland,2006,8.731.447
Portugal,2006,6.149.769
Qatar,2006,58.745.068
Romania,2006,4.987.996
Russia,2006,11.322.848
Rwanda,2006,55.492.226
Saint Helena,2006,2.017.621
Saint Kitts and Nevis,2006,42.968.016
Saint Lucia,2006,2.465.028
Saint Pierre and Miquelon,2006,10.802.948
Saint Vincent and the Grenadines,2006,19.397.899
Samoa,2006,909.306
Sao Tome and Principe,2006,5.084.621
Saudi Arabia,2006,17.299.736
Senegal,2006,39.263.403
Serbia,2006,78.049.955
Seychelles,2006,4.416.485
Sierra Leone,2006,9.964.443
Singapore,2006,9.429.944
Sint Maarten (Dutch part),2006,18.478.765
Slovakia,2006,79.155.583
Slovenia,2006,8.531.263
Solomon Islands,2006,5.866.107
Somalia,2006,52.318.696
South Africa,2006,9.027.159
South America,2006,24.138.668
South Korea,2006,10.478.356
South Sudan,2006,12.437.462
Spain,2006,809.614
Sri Lanka,2006,5.934.636
Sudan,2006,37.950.256
Suriname,2006,33.303.514
Sweden,2006,59.022.193
Switzerland,2006,6.069.247
Syria,2006,27.616.153
Taiwan,2006,12.072.539
Tajikistan,2006,37.622.333
Tanzania,2006,1.448.704
Thailand,2006,32.543.156
Togo,2006,25.543.815
Tonga,2006,12.075.102
Trinidad and Tobago,2006,31.030.617
Tunisia,2006,21.910.446
Turkey,2006,40.569.386
Turkmenistan,2006,9.991.779
Turks and Caicos Islands,2006,8.594.784
Tuvalu,2006,10.932.962
Uganda,2006,82.833.454
Ukraine,2006,7.148.388
United Arab Emirates,2006,24.843.065
United Kingdom,2006,9.338.998
United States,2006,20.192.238
Upper-middle-income countries,2006,4.6195
Uruguay,2006,19.857.119
Uzbekistan,2006,4.638.518
Vanuatu,2006,21.365.964
Venezuela,2006,57.411.427
Vietnam,2006,11.870.176
Wallis and Futuna,2006,205.223
World,2006,46.083.193
Yemen,2006,1.083.066
Zambia,2006,18.636.802
Zimbabwe,2006,8.406.366
Afghanistan,2007,108.090.796
Africa,2007,11.514.653
Albania,2007,13.268.992
Algeria,2007,32.335.796
Andorra,2007,68.887.157
Angola,2007,841.138
Anguilla,2007,992.954
Antigua and Barbuda,2007,6.520.924
Argentina,2007,43.505.254
Armenia,2007,16.975.813
Aruba,2007,29.146.358
Asia,2007,34.574.094
Asia (excl. China and India),2007,36.532.035
Australia,2007,19.186.764
Austria,2007,8.935.539
Azerbaijan,2007,33.831.275
Bahamas,2007,52.346.077
Bahrain,2007,25.727.983
Bangladesh,2007,2.958.466
Barbados,2007,6.638.993
Belarus,2007,6.128.455
Belgium,2007,11.307.179
Belize,2007,16.027.888
Benin,2007,45.456.392
Bermuda,2007,11.540.431
Bhutan,2007,57.733.005
Bolivia,2007,13.072.987
Bonaire Sint Eustatius and Saba,2007,44.233.847
Bosnia and Herzegovina,2007,43.599.973
Botswana,2007,21.496.181
Brazil,2007,20.472.486
British Virgin Islands,2007,74.108.267
Brunei,2007,21.323.994
Bulgaria,2007,7.213.819
Burkina Faso,2007,1.077.991
Burundi,2007,25.365.615
Cambodia,2007,25.309.464
Cameroon,2007,4.059.515
Canada,2007,1.806.789
Cape Verde,2007,10.017.632
Central African Republic,2007,5.275.458
Chad,2007,10.155.568
Chile,2007,4.272.453
China,2007,528.453
Colombia,2007,13.968.195
Comoros,2007,17.224.157
Congo,2007,10.765.795
Cook Islands,2007,4.245.928
Costa Rica,2007,17.929.502
Cote d'Ivoire,2007,3.357.236
Croatia,2007,5.642.829
Cuba,2007,23.251.517
Curacao,2007,3.931.402
Cyprus,2007,79.185.147
Czechia,2007,12.418.669
Democratic Republic of Congo,2007,43.527.436
Denmark,2007,9.983.965
Djibouti,2007,533.591
Dominica,2007,25.034.235
Dominican Republic,2007,21.264.076
East Timor,2007,28.259.346
Ecuador,2007,24.052.465
Egypt,2007,22.963.743
El Salvador,2007,11.325.997
Equatorial Guinea,2007,60.327.177
Eritrea,2007,19.252.422
Estonia,2007,14.875.755
Eswatini,2007,9.599.277
Ethiopia,2007,712.179
Europe,2007,885.035
Europe (excl. EU-27),2007,935.078
Europe (excl. EU-28),2007,9.407.211
European Union (27),2007,8.509.972
European Union (28),2007,8.586.911
Faroe Islands,2007,14.237.066
Fiji,2007,12.803.499
Finland,2007,12.623.155
France,2007,64.601.693
French Polynesia,2007,29.239.507
Gabon,2007,3.250.561
